\fixlen = T
\ defhzinarad: Default inner habitable zone angular radius
\ defhzoutarad: Default outer habitable zone angular radius
\ defertposw: Default Earth astrometric wobble (mas)
\ defertrvelw: Default Earth radial velocity kick (m/s)
\ defertdpv : Default Earth primary transity depth at V (ratio)
\ defjupposw: Default Jupiter astrometric wobble (mas)
\ defjuprvelw: Default Jupiter radial velocity kick (m/s)
\ defjupdpv : Default Jupiter primary transity depth at V (ratio)
\ defnaxa   : Number of AXA light curves
\ 
\ 
\ 
defname,uniqueid,hd,defsp,defspe,defsplim,deflum,deflume,deflumlim,defmetfe,defmetfee,defmetfelim,defcteff,defcteffe,defctefflim,defmass,defmasse,defmasslim,ra,dec,defdist,defdiste,defplxlim,defpmra,defpmrae,defpmralim,defpmdec,defpmdece,defpmdeclim,defbj,defbje,defbjlim,defvj,defvje,defvjlim,defk,defke,defklim,defnplanet,defhzinarad,defhzoutarad,defertdpv,defertrvelw,defertposw,defjupdpv,defjuprvelw,defjupposw,defnaxa
 , , , , , ,Lsolar,Lsolar, ,dex,dex, ,K,K, ,Msolar,Msolar, ,deg,deg,pc,pc, ,mas/yr,mas/yr, ,mas/yr,mas/yr, ,mags,mags, ,mags,mags, ,mags,mags, , ,mas,mas,ratio,m/s,uas,ratio,m/s,uas, 
HIP 522,522,HD 142,F7 V,-,0,2.718,0.090,0,0.100,0.030,0,6200.00,100.00,0,1.22,-,0,1.579898,-49.075191,25.64,0.41,0,574.700,0.900,0,-37.400,0.800,0,6.220,-,0,5.700,-,0,4.474,0.024,0,1,51.515,103.441,4.070e-05,0.029000,0.190700,5.125e-03,5.453000,158.800003,0
HIP 1499,1499,HD 1461,G5 V,-,0,1.225,0.049,0,0.180,0.030,0,5620.00,100.00,0,0.97,-,0,4.674448,-8.053001,23.44,0.46,0,419.000,1.000,0,-145.100,0.900,0,7.140,-,0,6.460,-,0,4.897,0.022,0,1,39.865,79.430,6.097e-05,0.038000,0.184700,7.677e-03,6.354000,218.500000,0
HIP 1292,1292,HD 1237,G6 V,-,0,0.657,0.019,0,0.100,0.080,0,5360.00,100.00,0,0.86,-,0,4.052823,-79.851181,17.62,0.16,0,433.870,0.530,0,-57.950,0.480,0,7.352,0.015,0,6.582,0.010,0,4.859,0.022,0,1,39.721,78.886,9.406e-05,0.047000,0.207100,1.184e-02,6.885000,327.899994,0
HIP 1692,1692,HD 1690,K1 (III),-,0,-,-,-,-,-,-,-,-,-,-,-,-,5.305497,-8.281169,23.03,9.95,0,12.900,1.100,0,1.700,1.200,0,10.486,0.048,0,9.173,0.021,0,6.018,0.026,0,1,-,-,-,-,-,-,-,-,0
HIP 1931,1931,HD 2039,G2/3 IV/V,-,0,1.737,0.400,0,0.320,0.030,0,5680.00,100.00,0,0.99,-,0,6.084491,-56.650047,89.85,8.28,0,78.600,1.200,0,17.000,1.200,0,9.649,0.021,0,8.987,0.015,0,7.549,0.026,0,1,12.317,24.560,4.486e-05,0.035000,0.055940,5.649e-03,6.268000,55.849998,0
HIP 2247,2247,-,K4 V (k),-,0,0.303,0.040,0,-,-,-,4580.00,100.00,0,0.67,-,0,7.142942,-16.226345,37.54,1.87,0,-356.500,1.600,0,-228.000,1.600,0,10.731,0.045,0,9.566,0.024,0,6.914,0.024,0,1,13.507,26.585,1.087e-04,0.063000,0.089860,1.369e-02,8.132000,197.500000,0
HIP 2350,2350,HD 2638,K1 V,-,0,0.541,0.095,0,0.160,0.040,0,4930.00,100.00,0,0.74,-,0,7.499466,-5.764002,53.71,3.63,0,-108.200,1.400,0,-224.300,1.600,0,10.330,0.037,0,9.375,0.023,0,7.308,0.022,0,1,12.260,24.225,8.175e-05,0.052000,0.074040,1.029e-02,7.610000,125.000000,0
HIP 3093,3093,HD 3651,K0 V,-,0,0.540,0.009,0,0.160,0.030,0,5160.00,100.00,0,0.80,-,0,9.840858,21.250473,11.11,0.09,0,-460.600,0.800,0,-369.800,0.700,0,6.710,-,0,5.860,-,0,3.999,0.036,0,1,58.098,115.105,9.829e-05,0.051000,0.325100,1.238e-02,7.225000,559.000000,0
HIP 3479,3479,HD 4208,G5 V,-,0,0.704,0.059,0,-0.280,0.030,0,5630.00,100.00,0,0.97,-,0,11.111043,-26.515680,32.70,1.12,0,314.900,1.200,0,147.600,1.100,0,8.461,0.017,0,7.783,0.012,0,6.163,0.021,0,1,21.639,43.121,1.068e-04,0.044000,0.100300,1.345e-02,6.354000,156.600006,0
HIP 3497,3497,HD 4308,G5 V,-,0,0.956,0.024,0,-0.310,0.030,0,5710.00,100.00,0,1.01,-,0,11.163615,-65.649521,21.85,0.26,0,157.900,1.400,0,-741.200,1.500,0,7.210,-,0,6.560,-,0,4.945,0.020,0,1,37.470,74.743,8.325e-05,0.040000,0.166800,1.048e-02,6.185000,225.100006,0
HIP 3391,3391,HD 4113,G5 V,-,0,1.205,0.122,0,-,-,-,5480.00,100.00,0,0.91,-,0,10.802486,-37.982632,44.05,1.84,0,50.500,1.300,0,-110.800,1.500,0,8.607,0.018,0,7.881,0.012,0,6.289,0.021,0,1,21.292,42.349,5.603e-05,0.040000,0.105000,7.056e-03,6.630000,123.900002,0
HIP 3502,3502,HD 4203,G5,-,0,1.828,0.414,0,0.450,0.030,0,5390.00,100.00,0,0.87,-,0,11.171676,20.448927,77.82,7.00,0,123.700,0.700,0,-123.300,0.700,0,9.445,0.026,0,8.687,0.017,0,7.047,0.029,0,1,14.961,29.724,3.457e-05,0.036000,0.077130,4.353e-03,6.832000,73.370003,0
HIP 3574,3574,HD 4313,G5,-,0,-,-,-,-,-,-,-,-,-,-,-,-,11.418160,7.845021,131.41,14.45,0,-6.500,1.300,0,6.400,1.400,0,8.786,0.020,0,7.822,0.013,0,5.595,0.021,0,1,-,-,-,-,-,-,-,-,0
HIP 4297,4297,HD 5319,K0 III,-,0,-,-,-,-,-,-,-,-,-,-,-,-,13.755836,0.789553,100.00,9.17,0,-4.800,0.800,0,-50.100,0.800,0,9.061,0.021,0,8.047,0.013,0,5.699,0.020,0,1,-,-,-,-,-,-,-,-,0
HIP 4311,4311,HD 5388,F6 V,-,0,4.520,0.520,0,-,-,-,6330.00,100.00,0,1.27,-,0,13.799541,-47.405964,53.28,2.59,0,-80.500,0.900,0,-178.800,0.900,0,7.210,0.015,0,6.722,0.010,0,5.441,0.024,0,1,31.588,63.546,2.659e-05,0.025000,0.112500,3.349e-03,5.309000,73.419998,0
HIP 5158,5158,-,,,-,0.211,0.050,0,-,-,-,4650.00,100.00,0,0.69,-,0,16.508533,-22.453154,44.80,3.89,0,200.600,2.300,0,-108.200,2.000,0,11.273,0.062,0,10.167,0.035,0,7.669,0.020,0,1,9.390,18.497,1.659e-04,0.068000,0.060690,2.089e-02,7.974000,160.699997,0
HIP 5054,5054,HD 6434,G2/3 V,-,0,1.076,0.090,0,-0.380,-,0,5890.00,100.00,0,1.11,-,0,16.167295,-39.488216,40.32,1.40,0,-167.900,0.900,0,-526.800,0.900,0,8.331,0.016,0,7.730,0.011,0,6.187,0.026,0,1,21.201,42.391,8.374e-05,0.037000,0.086040,1.054e-02,5.808000,111.000000,0
HIP 5301,5301,HD 6718,G5 V,-,0,1.053,0.129,0,-,-,-,5760.00,100.00,0,1.04,-,0,16.952761,-8.233706,55.01,2.76,0,190.800,1.400,0,18.800,1.200,0,9.088,0.019,0,8.450,0.014,0,6.876,0.020,0,1,15.554,31.047,7.826e-05,0.039000,0.067290,9.855e-03,6.066000,86.839996,0
HIP 6379,6379,HD 7924,K0,-,0,0.371,0.011,0,-0.150,0.030,0,5160.00,100.00,0,0.80,-,0,20.496313,76.710281,16.82,0.17,0,-34.400,1.300,0,-34.100,1.400,0,8.017,0.016,0,7.167,0.010,0,5.159,0.020,0,1,31.804,63.012,1.431e-04,0.056000,0.178000,1.801e-02,7.225000,369.200012,0
HIP 6511,6511,HD 8535,G0 V,-,0,2.148,0.230,0,-,-,-,6020.00,100.00,0,1.16,-,0,20.905149,-41.269802,56.34,2.55,0,57.000,1.000,0,-69.900,0.900,0,8.251,0.015,0,7.686,0.010,0,6.354,0.021,0,1,21.189,42.442,4.578e-05,0.031000,0.082380,5.764e-03,5.640000,76.010002,0
HIP 6643,6643,HD 8574,F8,-,0,2.248,0.190,0,-0.010,0.030,0,5990.00,100.00,0,1.14,-,0,21.302153,28.566692,44.15,1.54,0,252.800,1.100,0,-158.000,1.100,0,7.685,0.016,0,7.112,0.011,0,5.784,0.022,0,1,27.736,55.533,4.288e-05,0.031000,0.109700,5.399e-03,5.706000,98.699997,0
HIP 6702,6702,HD 8673,F5,-,0,3.295,0.235,0,0.150,0.030,0,6390.00,100.00,0,1.28,-,0,21.536604,34.579700,38.26,1.12,0,237.900,1.000,0,-87.200,1.100,0,6.815,0.014,0,6.341,0.010,0,5.169,0.020,0,1,37.350,75.201,3.788e-05,0.027000,0.132000,4.770e-03,5.282000,101.400002,0
HIP 7245,7245,HD 9446,G5,-,0,1.048,0.137,0,-,-,-,5750.00,100.00,0,1.04,-,0,23.334101,29.265148,52.85,2.80,0,190.500,1.000,0,-55.600,1.100,0,9.009,0.019,0,8.369,0.015,0,6.851,0.022,0,2,16.163,32.259,7.809e-05,0.039000,0.069920,9.833e-03,6.066000,90.370003,0
HIP 7240,7240,HD 9578,G1 V,-,0,1.395,0.163,0,-,-,-,5930.00,100.00,0,1.12,-,0,23.321434,-38.245018,57.24,2.78,0,-31.300,1.100,0,-37.500,1.200,0,8.789,0.017,0,8.201,0.012,0,6.798,0.024,0,1,16.944,33.898,6.637e-05,0.035000,0.068170,8.357e-03,5.773000,77.489998,0
HIP 7562,7562,HD 10069,F6 IV/V,-,0,1.629,0.469,0,-,-,-,6450.00,100.00,0,1.29,-,0,24.354311,-45.677887,105.49,11.77,0,27.800,1.300,0,18.900,1.100,0,9.763,0.023,0,9.303,0.018,0,8.131,0.027,0,1,9.470,19.085,7.955e-05,0.032000,0.033240,1.002e-02,5.254000,36.509998,1
HIP 7513,7513,HD 9826,G0,-,0,3.301,0.064,0,0.150,0.030,0,6120.00,100.00,0,1.19,-,0,24.199345,41.405460,13.47,0.13,0,-172.570,0.520,0,-381.010,0.450,0,4.640,-,0,4.100,-,0,2.859,0.274,0,4,108.882,218.391,3.182e-05,0.028000,0.413000,4.006e-03,5.545000,310.000000,0
HIP 7599,7599,HD 10180,G0/2 V,-,0,1.518,0.090,0,0.080,0.030,0,5790.00,100.00,0,1.06,-,0,24.473234,-60.511528,39.39,0.94,0,-14.800,1.200,0,6.600,1.200,0,7.948,0.015,0,7.321,0.010,0,5.868,0.018,0,6,26.012,51.943,5.543e-05,0.035000,0.110400,6.980e-03,5.989000,119.000000,0
HIP 7978,7978,HD 10647,F8 V,-,0,1.479,0.046,0,-0.080,0.030,0,6140.00,100.00,0,1.20,-,0,25.622149,-53.740833,17.35,0.19,0,171.200,6.200,0,-104.500,5.800,0,6.053,0.014,0,5.519,0.009,0,4.340,0.276,0,1,56.464,113.285,7.195e-05,0.034000,0.212400,9.059e-03,5.514000,238.600006,0
HIP 8159,8159,HD 10697,G5,-,0,2.840,0.179,0,0.190,0.030,0,5540.00,100.00,0,0.93,-,0,26.232603,20.083149,32.56,0.84,0,-44.200,0.800,0,-106.100,0.800,0,6.985,0.016,0,6.279,0.010,0,4.601,0.021,0,1,43.992,87.565,2.483e-05,0.032000,0.212400,3.127e-03,6.535000,164.000000,0
HIP 8770,8770,HD 11506,G0 V,-,0,2.332,0.274,0,-,-,-,5910.00,100.00,0,1.11,-,0,28.210558,-19.506975,53.82,2.67,0,22.800,1.100,0,-98.100,1.300,0,8.107,0.015,0,7.513,0.010,0,6.168,0.017,0,2,23.342,46.684,3.917e-05,0.031000,0.094740,4.932e-03,5.808000,83.150002,0
HIP 8928,8928,HD 11977,G8 III/IV,-,0,-,-,-,-,-,-,-,-,-,-,-,-,28.733881,-67.647301,66.49,2.02,0,74.800,0.700,0,73.200,0.600,0,5.640,-,0,4.690,-,0,2.590,0.240,0,1,-,-,-,-,-,-,-,-,0
HIP 9683,9683,HD 12661,K0,-,0,1.309,0.096,0,0.360,0.030,0,5470.00,100.00,0,0.90,-,0,31.142866,25.414305,37.16,1.11,0,-107.800,1.300,0,-174.400,1.200,0,8.156,0.016,0,7.425,0.011,0,5.861,0.024,0,2,26.331,52.364,5.120e-05,0.039000,0.131300,6.448e-03,6.679000,148.500000,0
HIP 10138,10138,HD 13445,K1 V,-,0,0.400,0.005,0,-0.270,0.030,0,5230.00,100.00,0,0.82,-,0,32.608059,-50.823723,10.91,0.07,0,2150.300,2.500,0,673.200,2.400,0,6.940,-,0,6.120,-,0,4.125,0.036,0,1,50.591,100.316,1.400e-04,0.054000,0.276400,1.763e-02,7.107000,555.099976,0
HIP 9094,9094,HD 11964,G8 IV,-,0,-,-,-,0.120,0.030,0,-,-,-,-,-,-,29.290026,-10.242428,33.98,1.02,0,-367.000,1.100,0,-242.600,1.200,0,7.230,-,0,6.410,-,0,4.491,0.020,0,2,-,-,-,-,-,-,-,-,0
HIP 10085,10085,HD 13189,K2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,32.417381,32.316437,1851.85,1171.58,0,2.300,1.100,0,5.300,1.100,0,9.039,0.020,0,7.556,0.011,0,3.997,0.026,0,1,-,-,-,-,-,-,-,-,0
HIP 10626,10626,HD 13931,G0,-,0,1.585,0.159,0,0.030,0.030,0,5740.00,100.00,0,1.04,-,0,34.197414,43.772995,45.52,1.91,0,98.500,0.800,0,-183.800,1.000,0,8.238,0.016,0,7.597,0.011,0,6.139,0.029,0,1,23.102,46.102,5.128e-05,0.035000,0.099930,6.457e-03,6.066000,104.900002,0
HIP 12048,12048,HD 16141,G8 IV + F,-,0,-,-,-,0.170,0.030,0,-,-,-,-,-,-,38.833035,-3.560602,35.91,1.71,0,-154.800,0.900,0,-437.500,1.000,0,7.498,0.016,0,6.818,0.011,0,5.266,0.022,0,1,-,-,-,-,-,-,-,-,0
HIP 11397,11397,HD 15082,A5,-,0,5.587,1.524,0,-,-,-,7370.00,100.00,0,1.61,-,0,36.712746,37.550484,116.14,12.62,0,-0.200,1.900,0,-8.400,1.900,0,8.412,0.015,0,8.142,0.012,0,7.468,0.024,0,1,14.543,29.741,3.954e-05,0.022000,0.041310,4.978e-03,4.533000,26.570000,0
HIP 12186,12186,HD 16417,G1 V,-,0,2.664,0.088,0,0.130,0.030,0,5680.00,100.00,0,1.00,-,0,39.244198,-34.577976,25.54,0.41,0,-17.200,1.000,0,-261.100,1.000,0,6.450,-,0,5.790,-,0,4.246,0.018,0,1,53.669,107.016,2.925e-05,0.031000,0.241300,3.683e-03,6.226000,194.500000,0
HIP 12189,12189,HD 16246,F5,-,0,3.198,0.307,0,-,-,-,6730.00,100.00,0,1.39,-,0,39.252182,24.647223,40.13,1.62,0,135.400,0.800,0,-15.300,0.800,0,6.855,0.015,0,6.455,0.010,0,5.479,0.024,0,1,33.957,68.719,4.803e-05,0.026000,0.110900,6.048e-03,4.999000,89.059998,0
HIP 12247,12247,HD 16400,K0 III,-,0,-,-,-,-,-,-,-,-,-,-,-,-,39.424168,-3.396175,97.18,8.37,0,40.900,1.000,0,-44.000,1.000,0,6.670,-,0,5.650,-,0,3.266,0.258,0,1,-,-,-,-,-,-,-,-,0
HIP 12191,12191,HD 16175,G0,-,0,3.666,0.476,0,-,-,-,5740.00,100.00,0,1.03,-,0,39.257961,42.062634,59.84,3.28,0,-38.300,1.000,0,-38.900,1.200,0,7.926,0.015,0,7.282,0.010,0,5.853,0.021,0,1,26.723,53.327,2.217e-05,0.028000,0.116700,2.792e-03,6.105000,80.589996,0
HIP 12638,12638,HD 16760,G5,-,0,0.676,0.216,0,-,-,-,5590.00,100.00,0,0.95,-,0,40.588810,38.618668,50.18,6.20,0,76.600,1.900,0,-110.100,1.900,0,9.454,0.022,0,8.765,0.015,0,7.033,0.022,0,1,13.868,27.622,1.081e-04,0.045000,0.065590,1.362e-02,6.443000,104.199997,0
HIP 12653,12653,HD 17051,G0 V,-,0,1.632,0.031,0,0.110,0.030,0,6040.00,100.00,0,1.17,-,0,40.639442,-50.800293,17.24,0.16,0,333.600,0.900,0,219.900,0.900,0,5.970,-,0,5.410,-,0,4.138,0.036,0,1,60.242,120.698,6.106e-05,0.033000,0.232200,7.688e-03,5.608000,246.300003,0
HIP 12961,12961,-,,,-,0.101,0.010,0,-,-,-,3960.00,100.00,0,0.63,-,0,41.678692,-23.086611,23.80,0.86,0,294.000,2.400,0,142.800,2.300,0,11.693,0.122,0,10.294,0.042,0,6.736,0.018,0,1,12.910,25.247,1.823e-04,0.084000,0.090960,2.295e-02,8.472000,331.299988,0
HIP 13044,13044,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,41.906010,-36.107513,14285.71,13636.36,0,0.200,1.400,0,11.900,1.400,0,10.425,0.028,0,9.982,0.025,0,8.512,0.021,0,1,-,-,-,-,-,-,-,-,0
HIP 13192,13192,HD 17156,G5,-,0,2.745,0.435,0,-,-,-,5830.00,100.00,0,1.08,-,0,42.435364,71.753235,78.25,5.15,0,90.200,1.400,0,-31.700,1.400,0,8.780,0.017,0,8.162,0.012,0,6.763,0.024,0,1,17.544,35.052,3.151e-05,0.030000,0.073130,3.968e-03,5.915000,58.779999,10
HIP 14810,14810,-,,,-,1.002,0.177,0,-,-,-,5390.00,100.00,0,0.87,-,0,47.809292,21.097359,52.88,3.77,0,-3.400,1.100,0,-52.300,1.000,0,9.257,0.023,0,8.500,0.016,0,6.828,0.021,0,3,16.300,32.385,6.306e-05,0.042000,0.084040,7.941e-03,6.832000,108.000000,0
HIP 14954,14954,HD 19994,G0 V,-,0,3.816,0.129,0,0.190,0.030,0,6000.00,100.00,0,1.15,-,0,48.193485,-1.196101,22.38,0.37,0,194.100,0.700,0,-69.900,0.700,0,5.630,-,0,5.060,-,0,3.748,0.236,0,1,71.237,142.648,2.543e-05,0.027000,0.279300,3.202e-03,5.672000,193.000000,0
HIP 15323,15323,HD 20367,G0,-,0,1.628,0.113,0,0.170,0.100,0,6030.00,100.00,0,1.17,-,0,49.416859,31.127048,27.13,0.77,0,-102.200,1.600,0,-56.600,1.600,0,6.962,0.015,0,6.399,0.010,0,5.039,0.020,0,1,38.273,76.671,6.080e-05,0.033000,0.147500,7.656e-03,5.608000,156.500000,0
HIP 15578,15578,HD 20868,K3/4 III/V,-,0,-,-,-,-,-,-,-,-,-,-,-,-,50.177895,-33.730103,44.50,2.68,0,293.900,1.600,0,98.400,1.500,0,11.068,0.050,0,9.928,0.026,0,7.543,0.015,0,1,-,-,-,-,-,-,-,-,0
HIP 15527,15527,HD 20782,G3 V,-,0,1.221,0.091,0,-0.050,0.030,0,5770.00,100.00,0,1.05,-,0,50.014908,-28.854071,36.02,1.11,0,348.900,1.600,0,-65.800,1.300,0,8.000,0.015,0,7.367,0.010,0,5.827,0.016,0,1,25.552,51.011,6.796e-05,0.037000,0.109500,8.558e-03,6.027000,131.300003,0
HIP 17054,17054,HD 23127,G2 V,-,0,2.629,0.407,0,0.340,0.030,0,5540.00,100.00,0,0.93,-,0,54.848495,-60.077843,89.13,5.65,0,74.700,1.400,0,143.800,1.400,0,9.257,0.019,0,8.550,0.014,0,7.087,0.018,0,1,15.464,30.781,2.683e-05,0.032000,0.074670,3.378e-03,6.535000,59.930000,0
HIP 16537,16537,HD 22049,K2 V,-,0,0.330,0.002,0,-0.030,0.030,0,5090.00,100.00,0,0.78,-,0,53.232685,-9.458262,3.22,0.01,0,-976.100,0.300,0,18.100,0.400,0,4.610,-,0,3.730,-,0,1.776,0.286,0,1,157.687,312.157,1.523e-04,0.058000,0.904600,1.918e-02,7.348000,1979.000000,0
HIP 17747,17747,HD 23596,F8,-,0,2.807,0.285,0,0.220,0.030,0,5860.00,100.00,0,1.10,-,0,57.001556,40.530636,51.97,2.20,0,52.900,1.300,0,22.900,1.300,0,7.852,0.016,0,7.244,0.011,0,5.874,0.022,0,1,26.638,53.240,3.145e-05,0.030000,0.109100,3.960e-03,5.843000,86.889999,0
HIP 17096,17096,HD 23079,F8/G0 V,-,0,1.394,0.068,0,-0.150,0.030,0,5960.00,100.00,0,1.13,-,0,54.929562,-52.915836,34.60,0.66,0,-191.100,6.200,0,-96.100,5.700,0,7.685,0.015,0,7.105,0.010,0,5.705,0.020,0,1,27.944,55.927,6.777e-05,0.035000,0.111500,8.533e-03,5.739000,127.000000,0
HIP 18387,18387,HD 25171,F8 V,-,0,1.913,0.152,0,-,-,-,6210.00,100.00,0,1.22,-,0,58.956001,-65.186676,56.05,1.82,0,140.700,1.200,0,82.500,1.200,0,8.294,0.017,0,7.778,0.011,0,6.489,0.022,0,1,19.751,39.666,5.820e-05,0.031000,0.073140,7.329e-03,5.453000,72.639999,0
HIP 19921,19921,HD 27442,K1/2 III,-,0,-,-,-,0.420,0.030,0,-,-,-,-,-,-,64.120956,-59.302155,18.24,0.17,0,-47.500,1.100,0,-166.800,1.200,0,5.520,-,0,4.440,-,0,1.745,0.218,0,1,-,-,-,-,-,-,-,-,0
HIP 20277,20277,HD 27894,K2 V,-,0,0.375,0.037,0,0.300,0.070,0,4760.00,100.00,0,0.71,-,0,65.196030,-59.410835,42.37,1.57,0,193.500,8.900,0,269.300,8.500,0,10.392,0.038,0,9.349,0.021,0,7.071,0.026,0,1,13.119,25.873,1.025e-04,0.058000,0.082470,1.291e-02,7.823000,165.100006,0
HIP 20606,20606,HD 28254,G5 V,-,0,2.397,0.202,0,-,-,-,5400.00,100.00,0,0.87,-,0,66.211273,-50.622192,56.18,1.95,0,-65.600,1.000,0,-143.600,1.000,0,8.440,0.017,0,7.684,0.011,0,6.006,0.029,0,1,23.711,47.114,2.656e-05,0.034000,0.122300,3.344e-03,6.832000,101.599998,0
HIP 20723,20723,HD 28185,G5/6 V,-,0,1.030,0.101,0,0.220,0.050,0,5510.00,100.00,0,0.92,-,0,66.609673,-10.550821,39.56,1.62,0,82.400,1.300,0,-60.000,1.300,0,8.525,0.016,0,7.810,0.011,0,6.185,0.029,0,1,21.866,43.507,6.700e-05,0.041000,0.106700,8.437e-03,6.582000,136.500000,0
HIP 20889,20889,HD 28305,K0 III,-,0,-,-,-,0.040,-,0,-,-,-,-,-,-,67.154167,19.180431,47.53,1.78,0,106.700,0.300,0,-35.600,0.300,0,4.550,-,0,3.540,-,0,1.422,0.254,0,1,-,-,-,-,-,-,-,-,0
HIP 21850,21850,HD 30177,G8 V,-,0,1.249,0.124,0,0.390,0.030,0,5260.00,100.00,0,0.83,-,0,70.476555,-58.020756,54.71,2.21,0,68.100,1.300,0,-12.000,1.300,0,9.180,0.019,0,8.374,0.013,0,6.715,0.027,0,1,17.789,35.287,4.589e-05,0.041000,0.096030,5.778e-03,7.050000,109.400002,0
HIP 22336,22336,HD 30562,G5 V,-,0,2.830,0.135,0,0.260,0.030,0,5820.00,100.00,0,1.07,-,0,72.151604,-5.674045,26.50,0.61,0,313.800,1.100,0,-248.700,1.100,0,6.400,-,0,5.780,-,0,4.310,0.049,0,1,52.638,105.152,3.035e-05,0.030000,0.221500,3.822e-03,5.952000,175.199997,0
HIP 21932,21932,HD 285968,M2,-,0,0.035,0.003,0,-,-,-,3470.00,100.00,0,0.41,-,0,70.732407,18.958172,9.42,0.22,0,656.900,1.600,0,-1119.000,1.600,0,11.510,0.025,0,9.980,0.020,0,5.607,0.034,0,1,19.925,38.784,3.101e-04,0.133000,0.215000,3.905e-02,11.282000,1286.000000,0
HIP 22627,22627,-,M3.5,-,0,0.016,0.002,0,-,-,-,3370.00,100.00,0,0.32,-,0,73.023865,6.476539,12.12,0.56,0,146.090,4.150,0,-310.140,2.490,0,13.520,0.044,0,12.000,0.025,0,6.942,0.018,0,1,10.549,20.515,6.035e-04,0.182000,0.145800,7.600e-02,13.309000,1281.000000,0
HIP 23889,23889,HD 33283,G3/5 V,-,0,3.764,0.656,0,-,-,-,5810.00,100.00,0,1.06,-,0,77.004219,-26.797472,86.88,6.30,0,57.800,1.200,0,-46.300,1.200,0,8.675,0.016,0,8.051,0.011,0,6.646,0.033,0,1,18.536,37.023,2.266e-05,0.028000,0.078710,2.854e-03,5.989000,53.939999,0
